# Corners
 493.73947, 494.08362
 497.84097, 437.90933
 501.72473, 384.86893
 505.36856, 334.34534
 508.85992, 285.95743
  512.3799,  239.5959
 554.32623,  494.2831
  557.0912, 438.15936
  559.5424,  385.1144
  561.7657, 334.51227
  564.0295, 286.15445
  566.1866,  239.6054
  614.9142, 494.54553
  616.2392,   438.414
  617.2805, 385.36673
  618.3832, 334.61557
 619.27606, 286.23376
 620.20386, 239.60564
  675.8158, 494.93753
  675.3229,  438.7582
  674.9397, 385.53098
 674.66254,  334.7169
  674.4935, 286.26932
  674.3458, 239.62717
 736.24615, 495.24457
  734.4844, 439.00662
  732.7654, 385.73334
 731.27325, 334.76956
   729.726, 286.39948
 728.08887, 239.70148
 797.20807,  495.5733
  793.6871, 439.30316
  790.5914, 385.89896
 787.55524, 334.88647
 784.74036, 286.48068
 781.99677,  239.7301
 858.45557, 496.01013
 853.58624,  439.5253
 848.85815,  386.0966
 844.53436, 335.05194
 840.51685, 286.58093
  836.2626, 239.71663
  919.5696, 496.36035
  913.3416, 439.79483
  907.0724, 386.29175
  901.3893, 335.11362
  895.6532,  286.6384
 890.40405, 239.81352
