# Corners
 166.69615, 448.55975
 178.73221,  391.0075
 190.21652, 336.21942
 201.08832, 283.56067
 211.55788, 233.71935
  221.6238, 185.72916
 228.76254,  448.9964
  239.3532, 391.55267
 249.31485, 336.47717
 258.87357, 283.95456
 268.06903, 233.99368
  276.8838, 186.15474
  291.1832, 449.64813
 300.27777, 391.93738
 308.85696, 336.85385
 317.16196,  284.4055
   324.892, 234.26299
 332.47162,  186.4808
 353.46118, 450.34003
 361.21616,  392.4419
 368.49622, 337.34583
 375.32352, 284.95023
 381.82385,  234.5754
 387.93204, 186.70963
  416.0403, 450.88727
 422.10184,  393.2023
 427.90134, 338.08133
  433.4173,  285.1679
  438.5472, 235.27739
  443.4922, 186.82535
  478.9807, 451.44742
 483.46515, 393.64758
  487.6587,  338.4183
 491.66025, 285.73245
 495.55905, 235.49521
 499.37515, 187.31802
  541.6593, 451.98215
 544.56915, 394.10364
   547.413, 338.76428
  550.1224, 286.13303
 552.51245, 235.65942
 555.06134, 187.36446
  604.8536, 452.67874
  606.1001,  394.6747
  607.5091,  339.3655
  608.8987,  286.5907
 609.80585, 235.87157
  611.3154, 188.05545
